SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,MARKETDIST
PAST SALE,September-24-2021,Single Family Residential,1742 Walgrove Ave,Los Angeles,CA,90066,1550000,3,2.5,Palms - Mar Vista,1409,2499,2021,18,1100,,Sold,,,http://www.redfin.com/CA/Los-Angeles/1742-Walgrove-Ave-90066/home/176123058,TheMLS,21-772416,N,Y,34.0048045,-118.4518531,
PAST SALE,September-27-2021,Single Family Residential,1738 Walgrove Ave,Los Angeles,CA,90066,1550000,3,2.5,Palms - Mar Vista,1409,2498,2021,15,1100,,Sold,,,http://www.redfin.com/CA/Los-Angeles/1738-Walgrove-Ave-90066/home/6745767,TheMLS,21-760706,N,Y,34.0048279,-118.4519074,
PAST SALE,August-23-2021,Single Family Residential,1830 Walgrove Ave,Los Angeles,CA,90066,1305000,3,2,Palms - Mar Vista,952,2496,1950,50,1371,,Sold,,,http://www.redfin.com/CA/Los-Angeles/1830-Walgrove-Ave-90066/home/6745779,TheMLS,21-763298,N,Y,34.0039988,-118.4512153,
PAST SALE,August-18-2021,Single Family Residential,3449 Redwood Ave,Los Angeles,CA,90066,1571500,2,2,Palms - Mar Vista,1188,4902,1947,55,1323,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3449-Redwood-Ave-90066/home/6745797,TheMLS,21-758616,N,Y,34.0050102,-118.4514953,
PAST SALE,March-24-2021,Single Family Residential,12807 Stanwood Dr,Los Angeles,CA,90066,2175000,4,3.5,Palms - Mar Vista,2146,5996,1953,202,1014,,Sold,,,http://www.redfin.com/CA/Los-Angeles/12807-Stanwood-Dr-90066/home/6747677,TheMLS,21-685396,N,Y,34.0123251,-118.4495505,1.6
PAST SALE,,Single Family Residential,12801 Stanwood Dr,Los Angeles,CA,90066,3250000,4,4,,2973,5500,2018,,1093,,,,,http://www.redfin.com/CA/Los-Angeles/12801-Stanwood-Dr-90066/home/6747678,,,N,Y,34.0123714,-118.4493791,
PAST SALE,November-24-2020,Single Family Residential,3317 Cabrillo Blvd,Los Angeles,CA,90066,2227000,4,3,Palms - Mar Vista,2267,6049,1949,322,982,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3317-Cabrillo-Blvd-90066/home/6747878,TheMLS,20-640050,N,Y,34.0115696,-118.4468992,
PAST SALE,,Single Family Residential,3320 Cabrillo Blvd,Los Angeles,CA,90066,3800000,3,2,,1637,7671,1949,,2321,,,,,http://www.redfin.com/CA/Los-Angeles/3320-Cabrillo-Blvd-90066/home/6747905,,,N,Y,34.011754,-118.4462693,
PAST SALE,October-13-2020,Single Family Residential,3366 Halderman St,Mar Vista,CA,90066,1800000,4,2,C13 - Palms - Mar Vista,1434,6042,1953,364,1255,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3366-Halderman-St-90066/home/6747794,CRMLS,CV20189196,N,Y,34.0101311,-118.4467649,
PAST SALE,August-16-2021,Single Family Residential,11924 Palms Blvd,Los Angeles,CA,90066,3005000,4,4,C13 - Palms - Mar Vista,3532,6091,2005,57,851,,Sold,,,http://www.redfin.com/CA/Los-Angeles/11924-Palms-Blvd-90066/home/6749576,CRMLS,SB21126636,N,Y,34.0130777,-118.4335992,
PAST SALE,December-3-2020,Single Family Residential,3583 Inglewood Blvd,Los Angeles,CA,90066,3150000,5,5.5,Palms - Mar Vista,3653,8073,2020,313,862,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3583-Inglewood-Blvd-90066/home/6748908,TheMLS,20-618162,N,Y,34.0105001,-118.4326238,
PAST SALE,January-5-2021,Single Family Residential,3853 Marcasel Ave,Los Angeles,CA,90066,2400000,4,4,Palms - Mar Vista,3493,7207,2020,280,687,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3853-Marcasel-Ave-90066/home/6727383,TheMLS,20-649668,N,Y,34.0053841,-118.4272004,
PAST SALE,September-3-2021,Single Family Residential,3226 Selby Ave,Los Angeles,CA,90034,2275000,4,3,Palms - Mar Vista,2661,6256,1940,39,855,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3226-Selby-Ave-90034/home/6752735,TheMLS,21-738252,N,Y,34.0290853,-118.4167438,
PAST SALE,July-22-2021,Single Family Residential,3203 Selby Ave,Los Angeles,CA,90034,3550000,5,6,Palms - Mar Vista,3832,7358,2016,82,926,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3203-Selby-Ave-90034/home/6752775,TheMLS,21-730482,N,Y,34.02945,-118.41723,
PAST SALE,June-8-2021,Single Family Residential,3219 Malcolm Ave,Los Angeles,CA,90034,2827000,4,4.5,Palms - Mar Vista,,5619,2021,126,,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3219-Malcolm-Ave-90034/home/6752818,TheMLS,21-702754,N,Y,34.0285889,-118.4181146,2.6
PAST SALE,April-23-2021,Single Family Residential,3721 Barry Ave,Los Angeles,CA,90066,2850000,5,2,Palms - Mar Vista,2701,9107,1941,172,1055,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3721-Barry-Ave-90066/home/6739145,TheMLS,21-683538,N,Y,34.0092867,-118.4270894,
PAST SALE,November-23-2020,Single Family Residential,11925 Mccune Ave,Los Angeles,CA,90066,2250000,3,2,Palms - Mar Vista,,10780,1954,323,,,Sold,,,http://www.redfin.com/CA/Los-Angeles/11925-McCune-Ave-90066/home/6739258,TheMLS,20-654924,N,Y,34.0083815,-118.428662,
PAST SALE,December-21-2020,Single Family Residential,3413 Moore St,Los Angeles,CA,90066,1699000,2,2.5,Palms - Mar Vista,2058,6771,1953,295,826,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3413-Moore-St-90066/home/6745262,TheMLS,20-634602,N,Y,34.0082941,-118.4467484,
PAST SALE,January-12-2021,Single Family Residential,3425 Greenwood Ave,Los Angeles,CA,90066,2758000,4,4.5,Palms - Mar Vista,3144,6000,1953,273,877,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3425-Greenwood-Ave-90066/home/6745433,TheMLS,20-642382,N,Y,34.007787,-118.4486877,
PAST SALE,April-7-2021,Single Family Residential,13024 Morningside Way,Mar Vista,CA,90066,2400000,4,3,C13 - Palms - Mar Vista,2128,6290,1953,188,1128,,Sold,,,http://www.redfin.com/CA/Los-Angeles/13024-Morningside-Way-90066/home/6745463,CRMLS,SB21028103,N,Y,34.0082433,-118.4497371,
PAST SALE,August-18-2021,Single Family Residential,13042 Morningside Way,Los Angeles,CA,90066,2500000,4,3,Palms - Mar Vista,2026,7131,1953,55,1234,,Sold,,,http://www.redfin.com/CA/Los-Angeles/13042-Morningside-Way-90066/home/17139849,TheMLS,21-761442,N,Y,34.0078546,-118.4500109,
PAST SALE,,Single Family Residential,13122 Psomas Way,Los Angeles,CA,90066,2500000,5,4,,2929,6412,1953,,854,,,,,http://www.redfin.com/CA/Los-Angeles/13122-Psomas-Way-90066/home/6745487,,,N,Y,34.007596,-118.4518361,
PAST SALE,,Single Family Residential,11809 Allaseba Dr,Los Angeles,CA,90066,2650000,3,2,,1992,9048,1950,,1330,,,,,http://www.redfin.com/CA/Los-Angeles/11809-Allaseba-Dr-90066/home/6750061,,,N,Y,34.0189093,-118.4375033,
PAST SALE,,Single Family Residential,3630 Beethoven St,Los Angeles,CA,90066,1033000,,,,,5751,,,,,,,,http://www.redfin.com/CA/Los-Angeles/3630-Beethoven-St-90066/home/6746167,,,N,Y,34.0038626,-118.4440269,
PAST SALE,November-5-2020,Single Family Residential,3604 Meier St,Los Angeles,CA,90066,2374000,4,3,Palms - Mar Vista,3110,5874,2000,341,763,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3604-Meier-St-90066/home/6746900,TheMLS,20-636008,N,Y,34.0051989,-118.4427652,1
PAST SALE,November-6-2020,Single Family Residential,3477 Wade St,Los Angeles,CA,90066,1725000,5,3,C13 - Palms - Mar Vista,2670,6996,1956,340,646,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3477-Wade-St-90066/home/6747948,CRISNet,SR20045721,N,Y,34.0086561,-118.4434858,
PAST SALE,June-29-2021,Single Family Residential,3524 Mountain View Ave,Los Angeles,CA,90066,3688000,3,4.5,Palms - Mar Vista,3534,9587,2015,105,1044,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3524-Mountain-View-Ave-90066/home/6748924,TheMLS,21-729548,N,Y,34.0118957,-118.4345564,
PAST SALE,,Single Family Residential,3520 Inglewood Blvd,Los Angeles,CA,90066,1775000,2,2,,1869,5996,1950,,950,,,,,http://www.redfin.com/CA/Los-Angeles/3520-Inglewood-Blvd-90066/home/6749570,,,N,Y,34.0122596,-118.4335179,
PAST SALE,September-29-2021,Single Family Residential,12531 Woodbine St,Los Angeles,CA,90066,2020000,3,2.5,Palms - Mar Vista,1664,5682,1947,13,1214,,Sold,,,http://www.redfin.com/CA/Los-Angeles/12531-Woodbine-St-90066/home/6748167,TheMLS,21-772382,N,Y,34.0114259,-118.4418431,
PAST SALE,August-9-2021,Single Family Residential,3307 S Bentley Ave,Los Angeles,CA,90034,2195000,3,2,Palms - Mar Vista,2297,10959,1958,64,956,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3307-S-Bentley-Ave-90034/home/6751113,TheMLS,21-746108,N,Y,34.0231263,-118.4236076,
PAST SALE,,Single Family Residential,3230 S Barrington Ave,Los Angeles,CA,90066,3062500,3,2,,1715,8502,1947,,1786,,,,,http://www.redfin.com/CA/Los-Angeles/3230-S-Barrington-Ave-90066/home/6750216,,,N,Y,34.0189828,-118.4353136,
PAST SALE,,Single Family Residential,11815 Indianapolis St,Los Angeles,CA,90066,2100000,3,2,,1770,6977,1947,,1186,,,,,http://www.redfin.com/CA/Los-Angeles/11815-Indianapolis-St-90066/home/6750106,,,N,Y,34.016869,-118.435573,
PAST SALE,April-20-2021,Single Family Residential,12433 Stanwood Pl,Los Angeles,CA,90066,2133421,3,2,Palms - Mar Vista,1614,5832,1950,175,1322,,Sold,,,http://www.redfin.com/CA/Los-Angeles/12433-Stanwood-Pl-90066/home/6747364,TheMLS,21-699698,N,Y,34.015074,-118.4436797,
PAST SALE,March-5-2021,Single Family Residential,11341 Rose Ave,Los Angeles,CA,90066,2376000,4,4,Palms - Mar Vista,2448,5779,1953,221,971,,Sold,,,http://www.redfin.com/CA/Los-Angeles/11341-Rose-Ave-90066/home/6749308,TheMLS,21-681990,N,Y,34.0197276,-118.4280718,
PAST SALE,June-3-2021,Single Family Residential,11306 Rose Ave,Los Angeles,CA,90066,1575000,3,2,C13 - Palms - Mar Vista,1366,6497,1953,131,1153,,Sold,,,http://www.redfin.com/CA/Los-Angeles/11306-Rose-Ave-90066/home/6749280,CRMLS,SB21032512,N,Y,34.0197949,-118.4268296,1.6
PAST SALE,February-26-2021,Single Family Residential,11443 Woodbine St,Los Angeles,CA,90066,2450000,4,4.5,Palms - Mar Vista,3059,5614,2016,228,801,,Sold,,,http://www.redfin.com/CA/Los-Angeles/11443-Woodbine-St-90066/home/6749360,TheMLS,20-652228,N,Y,34.0181572,-118.4294924,
PAST SALE,January-12-2021,Single Family Residential,3178 S Bentley Ave,Los Angeles,CA,90034,1850000,3,2,Palms - Mar Vista,1797,5501,1951,273,1029,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3178-S-Bentley-Ave-90034/home/6751063,TheMLS,20-656650,N,Y,34.0252347,-118.4247729,
PAST SALE,July-16-2021,Single Family Residential,3849 Bledsoe Ave,Los Angeles,CA,90066,1930000,3,2,Palms - Mar Vista,1973,5739,1948,88,978,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3849-Bledsoe-Ave-90066/home/6726950,TheMLS,21-748836,N,Y,34.0090672,-118.4208056,
PAST SALE,,Single Family Residential,3855 Bledsoe Ave,Los Angeles,CA,90066,1430000,3,3,,1458,2869,,,981,,,,,http://www.redfin.com/CA/Los-Angeles/3855-Bledsoe-Ave-90066/home/174614093,,,N,Y,34.0089816,-118.4206687,
PAST SALE,April-20-2021,Single Family Residential,3166 Colby Ave,Los Angeles,CA,90066,2692000,5,5,Palms - Mar Vista,4003,7316,1948,175,672,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3166-Colby-Ave-90066/home/6750327,TheMLS,21-704758,N,Y,34.0221904,-118.4327624,
PAST SALE,July-2-2021,Single Family Residential,3121 Corinth Ave,Los Angeles,CA,90066,1475000,3,2,Palms - Mar Vista,1783,7503,1948,102,827,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3121-Corinth-Ave-90066/home/6750581,TheMLS,19-452428,N,Y,34.0242826,-118.4315757,
PAST SALE,September-27-2021,Single Family Residential,12957 Zanja St,Los Angeles,CA,90066,1630000,3,2,Palms - Mar Vista,1465,3444,1925,15,1113,,Sold,,,http://www.redfin.com/CA/Los-Angeles/12957-Zanja-St-90066/home/6740036,TheMLS,21-772408,N,Y,33.99702,-118.4405351,
PAST SALE,,Multi-Family (2-4 Unit),12737 Mitchell Ave,Los Angeles,CA,90066,2200000,3,2,,1867,7100,1940,,1178,,,,,http://www.redfin.com/CA/Los-Angeles/12737-Mitchell-Ave-90066/home/6740295,,,N,Y,33.99768,-118.436602,
PAST SALE,March-24-2021,Single Family Residential,12931 Mccune Ave,Los Angeles,CA,90066,1250000,3,2,Palms - Mar Vista,1572,5520,1963,202,795,,Sold,,,http://www.redfin.com/CA/Los-Angeles/12931-McCune-Ave-90066/home/6746386,TheMLS,21-710356,N,Y,34.0009514,-118.4432576,
PAST SALE,May-6-2021,Single Family Residential,11430 Clover Ave,Los Angeles,CA,90066,2930000,3,3.5,Palms - Mar Vista,2357,8199,1948,159,1243,,Sold,,,http://www.redfin.com/CA/Los-Angeles/11430-Clover-Ave-90066/home/6750315,TheMLS,21-720674,N,Y,34.0238642,-118.4335886,1.9
PAST SALE,May-7-2021,Single Family Residential,11438 Clover Ave,Los Angeles,CA,90066,2550000,3,3,Palms - Mar Vista,1885,8064,1948,158,1353,,Sold,,,http://www.redfin.com/CA/Los-Angeles/11438-Clover-Ave-90066/home/6750316,TheMLS,21-722632,N,Y,34.0237784,-118.4337711,
PAST SALE,January-27-2021,Single Family Residential,3904 Michael Ave,Los Angeles,CA,90066,1550000,2,1,Palms - Mar Vista,1488,5557,1947,258,1042,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3904-Michael-Ave-90066/home/6740470,TheMLS,21-677548,N,Y,33.9963338,-118.4416948,
PAST SALE,May-11-2021,Single Family Residential,3560 Redwood Ave,Los Angeles,CA,90066,2860000,4,5,Palms - Mar Vista,3031,4903,2021,154,944,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3560-Redwood-Ave-90066/home/6745970,TheMLS,21-689636,N,Y,34.0025413,-118.4490151,
PAST SALE,,Single Family Residential,3617 Redwood Ave,Los Angeles,CA,90066,1350000,3,2,,1094,5500,1950,,1234,,,,,http://www.redfin.com/CA/Los-Angeles/3617-Redwood-Ave-90066/home/6746319,,,N,Y,34.0016752,-118.4488573,
PAST SALE,April-26-2021,Single Family Residential,3633 Redwood Ave,Los Angeles,CA,90066,3105000,4,4.5,Palms - Mar Vista,3400,5500,2020,169,913,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3633-Redwood-Ave-90066/home/6746324,TheMLS,20-617368,N,Y,34.0013216,-118.448688,
PAST SALE,November-13-2020,Single Family Residential,3712 Meier St,Los Angeles,CA,90066,1625000,3,3,Palms - Mar Vista,1444,5975,1927,333,1125,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3712-Meier-St-90066/home/6746998,TheMLS,20-640676,N,Y,34.0032155,-118.4412499,
PAST SALE,February-26-2021,Single Family Residential,12137 Herbert St,Los Angeles,CA,90066,1400000,3,2,C13 - Palms - Mar Vista,1217,5000,1949,228,1150,,Sold,,,http://www.redfin.com/CA/Los-Angeles/12137-Herbert-St-90066/home/6737282,CRISNet,SR21012092,N,Y,33.9992078,-118.4265095,
PAST SALE,,Single Family Residential,12140 Herbert St,Los Angeles,CA,90066,1330000,2,3,,1461,5001,1941,,910,,,,,http://www.redfin.com/CA/Los-Angeles/12140-Herbert-St-90066/home/6737414,,,N,Y,33.9988167,-118.4263847,
PAST SALE,July-22-2021,Single Family Residential,3580 Wasatch Ave,Los Angeles,CA,90066,1900000,2,2,Palms - Mar Vista,1247,7500,1947,82,1524,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3580-Wasatch-Ave-90066/home/6746769,TheMLS,21-677486,N,Y,34.0074485,-118.4390313,
PAST SALE,November-30-2020,Single Family Residential,3581 Wasatch Ave,Los Angeles,CA,90066,5995000,7,6.5,Palms - Mar Vista,,15000,2016,316,,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3581-Wasatch-Ave-90066/home/6746788,TheMLS,20-655210,N,Y,34.0071996,-118.4395072,0.7
PAST SALE,March-30-2021,Single Family Residential,12580 Westminster Ave,Los Angeles,CA,90066,1780000,2,2,Palms - Mar Vista,1210,5033,1953,196,1471,,Sold,,,http://www.redfin.com/CA/Los-Angeles/12580-Westminster-Ave-90066/home/6746794,TheMLS,21-694684,N,Y,34.0076618,-118.4401091,
PAST SALE,November-30-2020,Single Family Residential,12644 Marco Pl,Los Angeles,CA,90066,1550000,3,2,Palms - Mar Vista,1121,5629,1952,316,1383,,Sold,,,http://www.redfin.com/CA/Los-Angeles/12644-Marco-Pl-90066/home/6746843,TheMLS,20-652672,N,Y,34.0064387,-118.4405197,
PAST SALE,November-18-2020,Single Family Residential,3910 Coolidge Ave,Los Angeles,CA,90066,1375000,2,2,Palms - Mar Vista,1120,3563,1924,328,1228,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3910-Coolidge-Ave-90066/home/6727055,TheMLS,20-645172,N,Y,34.0072151,-118.4221291,
PAST SALE,,Single Family Residential,3904 Coolidge Ave,Los Angeles,CA,90066,1647000,2,2,,1489,4453,1924,,1106,,,,,http://www.redfin.com/CA/Los-Angeles/3904-Coolidge-Ave-90066/home/6727056,,,N,Y,34.0073122,-118.4222204,
PAST SALE,August-20-2021,Single Family Residential,3853 Berryman Ave,Los Angeles,CA,90066,1850000,3,2.5,Palms - Mar Vista,1697,5702,1947,53,1090,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3853-Berryman-Ave-90066/home/6727098,TheMLS,21-765030,N,Y,34.0081408,-118.422266,
PAST SALE,May-25-2021,Single Family Residential,11350 Charnock Rd,Los Angeles,CA,90066,1531000,3,2.5,Palms - Mar Vista,1395,6416,1952,140,1097,,Sold,,,http://www.redfin.com/CA/Los-Angeles/11350-Charnock-Rd-90066/home/6738891,TheMLS,21-718252,N,Y,34.0141889,-118.4235371,
PAST SALE,July-13-2021,Single Family Residential,11410 Charnock Rd,Los Angeles,CA,90066,2150000,4,2,Palms - Mar Vista,1905,5771,1952,91,1129,,Sold,,,http://www.redfin.com/CA/Los-Angeles/11410-Charnock-Rd-90066/home/6738905,TheMLS,21-731952,N,Y,34.0135995,-118.4246619,
PAST SALE,October-23-2020,Single Family Residential,3664 Berryman Ave,Mar Vista,CA,90066,1350000,4,3,699 - Not Defined,1638,6304,1952,354,824,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3664-Berryman-Ave-90066/home/6738924,CRMLS,OC20118431,N,Y,34.0120771,-118.4239545,
PAST SALE,September-29-2021,Single Family Residential,3600 Purdue Ave,Los Angeles,CA,90066,1645000,3,2,Palms - Mar Vista,1338,5470,1952,13,1229,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3600-Purdue-Ave-90066/home/6738894,TheMLS,21-771480,N,Y,34.0138656,-118.4240002,
PAST SALE,,Single Family Residential,3832 Berryman Ave,Los Angeles,CA,90066,1080000,4,2,,1666,5704,1947,,648,,,,,http://www.redfin.com/CA/Los-Angeles/3832-Berryman-Ave-90066/home/6726978,,,N,Y,34.0087972,-118.4222289,0.8
PAST SALE,August-11-2021,Single Family Residential,3954 Mclaughlin Ave,Los Angeles,CA,90066,1100000,2,2,Palms - Mar Vista,1294,4433,1928,62,850,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3954-McLaughlin-Ave-90066/home/6727137,TheMLS,21-754530,N,Y,34.0057979,-118.4220378,
PAST SALE,April-5-2021,Single Family Residential,3934 East Blvd,Los Angeles,CA,90066,2400000,4,6,Palms - Mar Vista,4105,11460,1996,190,585,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3934-East-Blvd-90066/home/6727188,TheMLS,21-693204,N,Y,34.0055401,-118.4235438,
PAST SALE,July-1-2021,Single Family Residential,3976 East Blvd,Los Angeles,CA,90066,2544500,5,5.5,Palms - Mar Vista,4198,8686,1947,103,606,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3976-East-Blvd-90066/home/6727197,TheMLS,20-641638,N,Y,34.0045817,-118.4225927,
PAST SALE,May-4-2021,Single Family Residential,11814 Washington Pl,Los Angeles,CA,90066,1300000,3,3.5,Palms - Mar Vista,1757,1385,2014,161,740,72,Sold,,,http://www.redfin.com/CA/Los-Angeles/11814-Washington-Pl-90066/home/62326417,TheMLS,21-710834,N,Y,34.0033401,-118.4226415,
PAST SALE,,Single Family Residential,3817 Moore St,Los Angeles,CA,90066,1226000,4,2,,1773,5608,1924,,691,,,,,http://www.redfin.com/CA/Los-Angeles/3817-Moore-St-90066/home/22585470,,,N,Y,33.9995476,-118.4402063,
PAST SALE,September-10-2021,Single Family Residential,3760 Grand View Blvd,Los Angeles,CA,90066,2538000,3,3,Palms - Mar Vista,2192,10206,1908,32,1158,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3760-Grand-View-Blvd-90066/home/6749185,TheMLS,21-750646,N,Y,34.0059243,-118.4315757,
PAST SALE,March-4-2021,Single Family Residential,3745 Mountain View Ave,Los Angeles,CA,90066,2032000,3,2,Palms - Mar Vista,2432,9470,1941,222,836,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3745-Mountain-View-Ave-90066/home/6749188,TheMLS,21-677148,N,Y,34.0066463,-118.431262,
PAST SALE,,Single Family Residential,12425 Everglade St,Los Angeles,CA,90066,1980000,3,2,,1644,5705,1947,,1204,,,,,http://www.redfin.com/CA/Los-Angeles/12425-Everglade-St-90066/home/6748133,,,N,Y,34.012546,-118.4415236,
PAST SALE,,Single Family Residential,12500 Woodbine St,Los Angeles,CA,90066,2000000,3,2,,1480,5763,1946,,1351,,,,,http://www.redfin.com/CA/Los-Angeles/12500-Woodbine-St-90066/home/6748212,,,N,Y,34.0114781,-118.4408392,
PAST SALE,,Single Family Residential,3170 Grand View Blvd,Los Angeles,CA,90066,1670000,3,1,,1661,7033,1948,,1005,,,,,http://www.redfin.com/CA/Los-Angeles/3170-Grand-View-Blvd-90066/home/6748438,,,N,Y,34.0166203,-118.4414142,1.1
PAST SALE,December-18-2020,Single Family Residential,3406 Mountain View Ave,Los Angeles,CA,90066,3990000,5,5,Palms - Mar Vista,,5841,2020,298,,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3406-Mountain-View-Ave-90066/home/6748824,TheMLS,20-649060,N,Y,34.01396,-118.4368215,
PAST SALE,December-23-2020,Single Family Residential,12506 Appleton Way,Los Angeles,CA,90066,3110000,4,4.5,Palms - Mar Vista,3500,5756,2020,293,889,,Sold,,,http://www.redfin.com/CA/Los-Angeles/12506-Appleton-Way-90066/home/6748251,TheMLS,20-657772,N,Y,34.010717,-118.4404855,
PAST SALE,July-9-2021,Single Family Residential,3453 Grand View Blvd,Mar Vista,CA,90066,3375000,5,4,C13 - Palms - Mar Vista,3815,7395,2007,95,885,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3453-Grand-View-Blvd-90066/home/6748716,CRISNet,SR21148317,N,Y,34.0123256,-118.4373179,
PAST SALE,September-9-2021,Single Family Residential,11834 Pacific Ave,Los Angeles,CA,90066,4325000,5,6.5,Palms - Mar Vista,4400,7872,2021,33,983,,Sold,,,http://www.redfin.com/CA/Los-Angeles/11834-Pacific-Ave-90066/home/6727290,TheMLS,21-763316,N,Y,34.0065851,-118.4255728,
PAST SALE,March-2-2021,Single Family Residential,3917 Mclaughlin Ave,Los Angeles,CA,90066,2725000,4,4,Palms - Mar Vista,3509,7761,2020,224,777,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3917-McLaughlin-Ave-90066/home/6727183,TheMLS,20-647360,N,Y,34.0064193,-118.4231446,
PAST SALE,,Single Family Residential,11907 Pacific Ave,Los Angeles,CA,90066,2995000,2,2,,1076,7000,1937,,2783,,,,,http://www.redfin.com/CA/Los-Angeles/11907-Pacific-Ave-90066/home/6727239,,,N,Y,34.0065672,-118.4264645,
PAST SALE,May-3-2021,Single Family Residential,3932 Minerva Ave,Los Angeles,CA,90066,1295000,2,1,C13 - Palms - Mar Vista,832,6490,1925,162,1556,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3932-Minerva-Ave-90066/home/6726914,CRISNet,SR21039872,N,Y,34.0075346,-118.4201781,
PAST SALE,July-7-2021,Single Family Residential,3627 Grand View Blvd,Los Angeles,CA,90066,3490000,6,4.5,Palms - Mar Vista,3792,11760,1908,97,920,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3627-Grand-View-Blvd-90066/home/6749096,TheMLS,21-738770,N,Y,34.0081778,-118.4341115,
PAST SALE,September-22-2021,Single Family Residential,3721 Ocean View Ave,Los Angeles,CA,90066,3091482,5,5,Palms - Mar Vista,3300,8750,1993,20,937,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3721-Ocean-View-Ave-90066/home/6749253,TheMLS,21-754218,N,Y,34.0059572,-118.4339943,
PAST SALE,March-31-2021,Single Family Residential,12642 Woodgreen St,Los Angeles,CA,90066,1550000,3,2,Palms - Mar Vista,1186,6251,1941,195,1307,,Sold,,,http://www.redfin.com/CA/Los-Angeles/12642-Woodgreen-St-90066/home/6746644,TheMLS,21-701910,N,Y,34.0078607,-118.4417062,1.1
PAST SALE,July-30-2021,Single Family Residential,3468 Greenwood Ave,Los Angeles,CA,90066,1860000,4,3,Palms - Mar Vista,,5021,1946,74,,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3468-Greenwood-Ave-90066/home/6745329,TheMLS,21-743520,N,Y,34.0065415,-118.4472952,
PAST SALE,,Single Family Residential,3520 Rosewood Ave,Los Angeles,CA,90066,1615000,3,1,,1125,4903,1947,,1436,,,,,http://www.redfin.com/CA/Los-Angeles/3520-Rosewood-Ave-90066/home/6746056,,,N,Y,34.004815,-118.4471855,
PAST SALE,September-27-2021,Single Family Residential,3444 Greenwood Ave,Los Angeles,CA,90066,2665000,5,4,Palms - Mar Vista,3617,4999,2010,15,737,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3444-Greenwood-Ave-90066/home/6745323,TheMLS,21-761650,N,Y,34.0071305,-118.4477379,
PAST SALE,,Single Family Residential,3508 Greenwood Ave,Los Angeles,CA,90066,1200000,2,1,,832,5021,1947,,1442,,,,,http://www.redfin.com/CA/Los-Angeles/3508-Greenwood-Ave-90066/home/6746085,,,N,Y,34.0057353,-118.4467094,
PAST SALE,February-23-2021,Single Family Residential,11933 Mccune Ave,Los Angeles,CA,90066,1858000,3,2,Palms - Mar Vista,1883,5418,1954,231,987,,Sold,,,http://www.redfin.com/CA/Los-Angeles/11933-McCune-Ave-90066/home/6739255,TheMLS,21-677938,N,Y,34.008292,-118.4288371,
