SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,MARKETDIST
PAST SALE,February-9-2021,Single Family Residential,3498 Cabrillo Blvd,Los Angeles,CA,90066,2480000,4,3.5,Palms - Mar Vista,2530,5337,1958,245,980,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3498-Cabrillo-Blvd-90066/home/6747922,TheMLS,20-674262,N,Y,34.0079769,-118.4434779,
PAST SALE,,Single Family Residential,3786 Wade St,Los Angeles,CA,90066,1400000,3,2,,1170,5038,1941,,1197,,,,,http://www.redfin.com/CA/Los-Angeles/3786-Wade-St-90066/home/6747228,,,N,Y,34.0020632,-118.4381925,
PAST SALE,April-26-2021,Single Family Residential,3964 Mclaughlin Ave,Los Angeles,CA,90066,1215000,3,2,C13 - Palms - Mar Vista,1235,4568,1947,169,984,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3964-McLaughlin-Ave-90066/home/6727134,CRMLS,SB21041082,N,Y,34.0055066,-118.421764,
PAST SALE,,Single Family Residential,3732 Sawtelle Blvd,Los Angeles,CA,90066,500000,2,1,,856,2500,1952,,584,,,,,http://www.redfin.com/CA/Los-Angeles/3732-Sawtelle-Blvd-90066/home/6738779,,,N,Y,34.012896,-118.4205318,
PAST SALE,November-6-2020,Single Family Residential,11430 Palms Blvd,Los Angeles,CA,90066,1800000,4,3,Palms - Mar Vista,2432,5928,1969,340,740,,Sold,,,http://www.redfin.com/CA/Los-Angeles/11430-Palms-Blvd-90066/home/6749861,TheMLS,20-615106,N,Y,34.0167032,-118.4278336,1.2
PAST SALE,October-23-2020,Single Family Residential,11356 Matteson Ave,Los Angeles,CA,90066,1380000,3,2.5,Palms - Mar Vista,1463,2378,2020,354,943,,Sold,,,http://www.redfin.com/CA/Los-Angeles/11356-Matteson-Ave-90066/home/172248183,TheMLS,20-594836,N,Y,34.0088638,-118.4192831,
PAST SALE,January-20-2021,Single Family Residential,12531 Barbara Ave,Los Angeles,CA,90066,1570000,4,2,Palms - Mar Vista,1741,6480,1928,265,902,,Sold,,,http://www.redfin.com/CA/Los-Angeles/12531-Barbara-Ave-90066/home/6739468,TheMLS,20-638898,N,Y,34.0004597,-118.4345419,
PAST SALE,,Single Family Residential,3530 Mountain View Ave,Los Angeles,CA,90066,2260000,2,2,,1534,9589,1952,,1473,,,,,http://www.redfin.com/CA/Los-Angeles/3530-Mountain-View-Ave-90066/home/6748923,,,N,Y,34.0118012,-118.4344489,
PAST SALE,March-23-2021,Single Family Residential,3661 Grand View Blvd,Los Angeles,CA,90066,2000000,3,2.5,Palms - Mar Vista,2100,6541,1951,203,952,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3661-Grand-View-Blvd-90066/home/6749087,TheMLS,20-630186,N,Y,34.0075117,-118.4335379,
PAST SALE,October-23-2020,Single Family Residential,3752 Ocean View Ave,Los Angeles,CA,90066,2344000,3,3,Palms - Mar Vista,2194,9117,1923,354,1068,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3752-Ocean-View-Ave-90066/home/6749247,TheMLS,20-633640,N,Y,34.0054322,-118.432899,
PAST SALE,March-31-2021,Single Family Residential,3637 Mountain View Ave,Los Angeles,CA,90066,2686795,4,3,Palms - Mar Vista,3040,10914,1912,195,884,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3637-Mountain-View-Ave-90066/home/6749113,TheMLS,21-675278,N,Y,34.0085615,-118.4327223,
PAST SALE,October-16-2020,Single Family Residential,3672 Inglewood Blvd,Los Angeles,CA,90066,3250000,5,4,C13 - Palms - Mar Vista,3620,11954,2006,361,898,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3672-Inglewood-Blvd-90066/home/6739217,CRISNet,SR20155134,N,Y,34.0087661,-118.4306159,
PAST SALE,November-13-2020,Single Family Residential,3500 Moore St,Los Angeles,CA,90066,2165000,5,3,Palms - Mar Vista,2732,8059,1948,333,792,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3500-Moore-St-90066/home/6746537,TheMLS,20-600154,N,Y,34.0065872,-118.4449671,
PAST SALE,January-29-2021,Single Family Residential,3528 Ashwood Ave,Los Angeles,CA,90066,2670000,4,4.5,Palms - Mar Vista,2900,4901,2020,256,921,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3528-Ashwood-Ave-90066/home/6745994,TheMLS,20-661778,N,Y,34.0037487,-118.4486877,
PAST SALE,January-6-2021,Single Family Residential,3127 Glendon Ave,Los Angeles,CA,90034,1999999,3,3,Palms - Mar Vista,2409,5561,1940,279,830,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3127-Glendon-Ave-90034/home/6752680,TheMLS,20-650376,N,Y,34.028655,-118.4198929,2.5
PAST SALE,January-8-2021,Single Family Residential,3645 Moore St,Los Angeles,CA,90066,2956650,4,4.5,C13 - Palms - Mar Vista,3334,5758,2021,277,887,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3645-Moore-St-90066/home/6746152,i-Tech MLS,320004537,N,Y,34.0037444,-118.4434111,
PAST SALE,August-11-2021,Single Family Residential,3035 S Bentley Ave,Los Angeles,CA,90034,1250000,3,2,Palms - Mar Vista,,7259,1951,62,,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3035-S-Bentley-Ave-90034/home/6751079,TheMLS,21-745450,N,Y,34.0273014,-118.4267326,
PAST SALE,April-28-2021,Single Family Residential,3045 Kelton Ave,Los Angeles,CA,90034,3075000,5,5,Palms - Mar Vista,3200,6441,2021,167,961,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3045-Kelton-Ave-90034/home/6752578,TheMLS,21-680392,N,Y,34.0285281,-118.4219922,
PAST SALE,,Single Family Residential,3188 S Bentley Ave,Los Angeles,CA,90034,1943000,3,2,,1965,6981,1951,,989,,,,,http://www.redfin.com/CA/Los-Angeles/3188-S-Bentley-Ave-90034/home/6751065,,,N,Y,34.0249794,-118.4245565,
PAST SALE,March-2-2021,Single Family Residential,10752 National Pl,Los Angeles,CA,90034,1270000,4,4,C13 - Palms - Mar Vista,1756,6681,1940,224,723,,Sold,,,http://www.redfin.com/CA/Los-Angeles/10752-National-Pl-90034/home/6752723,CRMLS,PW20226236,N,Y,34.0300462,-118.4180226,
PAST SALE,September-8-2021,Single Family Residential,3027 Malcolm Ave,Los Angeles,CA,90034,1286000,2,1,Palms - Mar Vista,905,5830,1941,34,1421,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3027-Malcolm-Ave-90034/home/6752511,TheMLS,21-728202,N,Y,34.0303762,-118.4196329,
PAST SALE,December-10-2020,Single Family Residential,11512 Marco Pl,Los Angeles,CA,90066,1899080,3,3,Palms - Mar Vista,2203,6038,1978,306,862,,Sold,,,http://www.redfin.com/CA/Los-Angeles/11512-Marco-Pl-90066/home/6749825,TheMLS,20-650962,N,Y,34.0143554,-118.4268296,
PAST SALE,October-28-2020,Single Family Residential,3212 Corinth Ave,Los Angeles,CA,90066,1721000,3,2,Palms - Mar Vista,1667,7503,1948,349,1032,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3212-Corinth-Ave-90066/home/6750627,TheMLS,20-633216,N,Y,34.0227698,-118.4297959,
PAST SALE,September-10-2021,Single Family Residential,11459 Rose Ave,Los Angeles,CA,90066,2825000,4,3,Palms - Mar Vista,2606,5416,2016,32,1084,,Sold,,,http://www.redfin.com/CA/Los-Angeles/11459-Rose-Ave-90066/home/6749345,TheMLS,21-764172,N,Y,34.0185436,-118.4303593,
PAST SALE,September-3-2021,Single Family Residential,3318 Colby Ave,Los Angeles,CA,90066,3477825,4,4.5,C13 - Palms - Mar Vista,3410,7080,2013,39,1020,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3318-Colby-Ave-90066/home/6750495,CRMLS,SB21129590,N,Y,34.0196966,-118.4308649,1.5
PAST SALE,June-29-2021,Single Family Residential,11344 Kingsland St,Los Angeles,CA,90066,2100000,3,2,Palms - Mar Vista,1728,7413,1948,105,1215,,Sold,,,http://www.redfin.com/CA/Los-Angeles/11344-Kingsland-St-90066/home/6749322,TheMLS,21-713884,N,Y,34.0199017,-118.428414,
PAST SALE,April-23-2021,Single Family Residential,11431 Rose Ave,Los Angeles,CA,90066,1820000,3,2,Palms - Mar Vista,1934,5463,1951,172,941,,Sold,,,http://www.redfin.com/CA/Los-Angeles/11431-Rose-Ave-90066/home/6749340,TheMLS,21-701026,N,Y,34.0189259,-118.4296259,
PAST SALE,July-8-2021,Single Family Residential,3160 Mountain View Ave,Los Angeles,CA,90066,2475000,5,3,Palms - Mar Vista,2772,6914,1948,96,893,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3160-Mountain-View-Ave-90066/home/6748533,TheMLS,21-731060,N,Y,34.017449,-118.4412811,
PAST SALE,May-28-2021,Single Family Residential,12017 Thermo St,Los Angeles,CA,90066,1972000,3,2,Palms - Mar Vista,1205,5998,1948,137,1637,,Sold,,,http://www.redfin.com/CA/Los-Angeles/12017-Thermo-St-90066/home/6748570,TheMLS,21-718684,N,Y,34.0177358,-118.4390092,
PAST SALE,September-30-2021,Single Family Residential,3242 Barry Ave,Los Angeles,CA,90066,1755000,3,2,Palms - Mar Vista,1722,6441,1947,12,1019,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3242-Barry-Ave-90066/home/6750242,TheMLS,21-775022,N,Y,34.0192988,-118.4342218,
PAST SALE,July-8-2021,Single Family Residential,3708 Coolidge Ave,Los Angeles,CA,90066,2420000,3,3,Palms - Mar Vista,2262,8130,1953,96,1070,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3708-Coolidge-Ave-90066/home/6739024,TheMLS,21-731082,N,Y,34.0109337,-118.4250042,
PAST SALE,January-14-2021,Single Family Residential,11602 Francis Pl,Los Angeles,CA,90066,2400000,4,3,Palms - Mar Vista,2813,5419,2020,271,853,,Sold,,,http://www.redfin.com/CA/Los-Angeles/11602-Francis-Pl-90066/home/6739061,TheMLS,20-647868,N,Y,34.012219,-118.42578,
PAST SALE,August-3-2021,Single Family Residential,11419 Charnock Rd,Los Angeles,CA,90066,1430000,3,2,Palms - Mar Vista,1251,4904,1947,70,1143,,Sold,,,http://www.redfin.com/CA/Los-Angeles/11419-Charnock-Rd-90066/home/6749891,TheMLS,21-728498,N,Y,34.0138436,-118.425084,
PAST SALE,,Single Family Residential,3614 Sawtelle Blvd,Los Angeles,CA,90066,1100000,3,2,,1444,6398,1941,,762,,,,,http://www.redfin.com/CA/Los-Angeles/3614-Sawtelle-Blvd-90066/home/6738737,,,N,Y,34.0147517,-118.4220094,
PAST SALE,October-30-2020,Single Family Residential,11416 Mccune Ave,Los Angeles,CA,90066,1324000,3,1.5,Palms - Mar Vista,1930,4801,1966,347,686,,Sold,,,http://www.redfin.com/CA/Los-Angeles/11416-McCune-Ave-90066/home/6738944,TheMLS,20-620544,N,Y,34.0113349,-118.422768,0.8
PAST SALE,November-25-2020,Single Family Residential,3460 Military Ave,Los Angeles,CA,90034,1475000,2,2,Palms - Mar Vista,1244,5942,2007,321,1186,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3460-Military-Ave-90034/home/6751346,TheMLS,20-647386,N,Y,34.021416,-118.4194622,
PAST SALE,June-15-2021,Single Family Residential,3418 Keeshen Dr,Los Angeles,CA,90066,3400000,5,4.5,Palms - Mar Vista,3952,5856,2006,119,860,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3418-Keeshen-Dr-90066/home/6748854,TheMLS,21-736554,N,Y,34.0140566,-118.435882,
PAST SALE,November-19-2020,Single Family Residential,3296 Inglewood Blvd,Los Angeles,CA,90066,2650000,5,3,Palms - Mar Vista,2350,7491,1947,327,1128,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3296-Inglewood-Blvd-90066/home/6750124,TheMLS,20-614748,N,Y,34.0158871,-118.4363159,
PAST SALE,March-12-2021,Single Family Residential,12510 Victoria Ave,Los Angeles,CA,90066,2025000,3,3,Palms - Mar Vista,1712,6169,1955,214,1183,,Sold,,,http://www.redfin.com/CA/Los-Angeles/12510-Victoria-Ave-90066/home/6747095,TheMLS,21-678718,N,Y,34.0057498,-118.4367323,
PAST SALE,March-10-2021,Single Family Residential,3718 Colonial Ave,Los Angeles,CA,90066,2467500,4,3,Palms - Mar Vista,2808,5616,1941,216,879,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3718-Colonial-Ave-90066/home/6747117,TheMLS,21-684764,N,Y,34.0056531,-118.4360021,
PAST SALE,April-2-2021,Single Family Residential,3774 Boise Ave,Los Angeles,CA,90066,2550000,3,2.5,Palms - Mar Vista,2032,5503,1939,193,1255,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3774-Boise-Ave-90066/home/6747176,TheMLS,21-703872,N,Y,34.0032813,-118.4366866,
PAST SALE,October-6-2021,Single Family Residential,12616 Woodgreen St,Los Angeles,CA,90066,1950000,3,2,Palms - Mar Vista,1793,6625,1941,6,1088,,Sold,,,http://www.redfin.com/CA/Los-Angeles/12616-Woodgreen-St-90066/home/6746648,TheMLS,21-773104,N,Y,34.0081582,-118.4411586,
PAST SALE,October-22-2020,Single Family Residential,12731 Woodgreen St,Los Angeles,CA,90066,1580000,4,2,C13 - Palms - Mar Vista,1734,6928,1950,355,911,,Sold,,,http://www.redfin.com/CA/Los-Angeles/12731-Woodgreen-St-90066/home/6746586,CRMLS,PW20161525,N,Y,34.0070996,-118.4433033,
PAST SALE,,Single Family Residential,12719 Westminster Ave,Los Angeles,CA,90066,1600000,4,2,,1722,5784,1950,,929,,,,,http://www.redfin.com/CA/Los-Angeles/12719-Westminster-Ave-90066/home/6746603,,,N,Y,34.0067574,-118.4424363,
PAST SALE,,Single Family Residential,12579 Woodgreen St,Los Angeles,CA,90066,1400000,4,2,,1359,6462,1941,,1030,,,,,http://www.redfin.com/CA/Los-Angeles/12579-Woodgreen-St-90066/home/6746634,,,N,Y,34.0087256,-118.4409604,0.9
PAST SALE,April-16-2021,Single Family Residential,12632 Woodgreen St,Los Angeles,CA,90066,2050000,4,3,Palms - Mar Vista,2236,6250,1941,179,917,,Sold,,,http://www.redfin.com/CA/Los-Angeles/12632-Woodgreen-St-90066/home/6746645,TheMLS,21-700392,N,Y,34.0079465,-118.4415236,
PAST SALE,September-20-2021,Single Family Residential,3601 Wade St,Los Angeles,CA,90066,3265000,4,3.5,Palms - Mar Vista,2891,6020,2013,22,1129,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3601-Wade-St-90066/home/6746898,TheMLS,21-762138,N,Y,34.0059408,-118.4417062,
PAST SALE,October-8-2021,Single Family Residential,3486 Wade St,Los Angeles,CA,90066,3450000,5,3.5,Palms - Mar Vista,3958,6670,2017,4,872,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3486-Wade-St-90066/home/6747962,TheMLS,21-718732,N,Y,34.008674,-118.4428987,
PAST SALE,March-30-2021,Single Family Residential,3444 S Bentley Ave,Los Angeles,CA,90034,1205000,3,1,Palms - Mar Vista,1178,5783,1941,196,1023,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3444-S-Bentley-Ave-90034/home/6751382,TheMLS,21-686362,N,Y,34.0210309,-118.4212324,
PAST SALE,March-8-2021,Single Family Residential,3409 Stoner Ave,Los Angeles,CA,90066,1735000,3,2,Palms - Mar Vista,1580,6580,1946,218,1098,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3409-Stoner-Ave-90066/home/6749459,TheMLS,21-682654,N,Y,34.0157403,-118.4326252,
PAST SALE,,Single Family Residential,3491 Federal Ave,Los Angeles,CA,90066,1560000,3,1,,1410,6060,1951,,1106,,,,,http://www.redfin.com/CA/Los-Angeles/3491-Federal-Ave-90066/home/6749758,,,N,Y,34.0138506,-118.4301154,
PAST SALE,April-30-2021,Single Family Residential,3430 Federal Ave,Los Angeles,CA,90066,1510000,4,2.5,Palms - Mar Vista,1614,5390,1951,165,936,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3430-Federal-Ave-90066/home/6749785,TheMLS,21-702342,N,Y,34.0154051,-118.4307727,
PAST SALE,May-18-2021,Single Family Residential,3401 Colbert Ave,Los Angeles,CA,90066,3510000,5,5.5,Palms - Mar Vista,3477,5986,2019,147,1009,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3401-Colbert-Ave-90066/home/6749368,TheMLS,21-711126,N,Y,34.017724,-118.4309368,
PAST SALE,December-15-2020,Single Family Residential,3977 Berryman Ave,Los Angeles,CA,90066,1695000,4,2,Palms - Mar Vista,1444,5009,1947,301,1174,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3977-Berryman-Ave-90066/home/6727072,TheMLS,20-653134,N,Y,34.0059472,-118.4204861,
PAST SALE,,Single Family Residential,3621 Barry Ave,Los Angeles,CA,90066,3500000,5,4.5,,3563,7308,1938,,982,,,,,http://www.redfin.com/CA/Los-Angeles/3621-Barry-Ave-90066/home/6739171,,,N,Y,34.011234,-118.4286132,0.7
PAST SALE,October-14-2020,Single Family Residential,3630 S Barrington Ave,Los Angeles,CA,90066,3800000,5,5.5,Palms - Mar Vista,4360,7822,2020,363,872,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3630-S-Barrington-Ave-90066/home/6739157,TheMLS,20-583112,N,Y,34.0106904,-118.4290948,
PAST SALE,October-23-2020,Single Family Residential,3622 Coolidge Ave,Los Angeles,CA,90066,1900000,4,2.5,Palms - Mar Vista,3375,6544,1992,354,563,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3622-Coolidge-Ave-90066/home/6739035,TheMLS,20-619694,N,Y,34.0125562,-118.4255518,
PAST SALE,December-18-2020,Single Family Residential,11607 Regent St,Los Angeles,CA,90066,1370000,3,2,Palms - Mar Vista,1393,5215,1952,298,983,,Sold,,,http://www.redfin.com/CA/Los-Angeles/11607-Regent-St-90066/home/6739059,TheMLS,20-632066,N,Y,34.011859,-118.42578,
PAST SALE,March-11-2021,Single Family Residential,3563 Purdue Ave,Los Angeles,CA,90066,2625000,5,6,Palms - Mar Vista,2874,5802,2017,215,913,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3563-Purdue-Ave-90066/home/6749893,TheMLS,21-683710,N,Y,34.0142732,-118.424879,
PAST SALE,July-16-2021,Single Family Residential,3548 Purdue Ave,Los Angeles,CA,90066,1475000,3,1,C13 - Palms - Mar Vista,1125,5799,1947,88,1311,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3548-Purdue-Ave-90066/home/6749933,CRISNet,SR21044223,N,Y,34.0147852,-118.4246391,
PAST SALE,June-1-2021,Single Family Residential,11801 Stanwood Dr,Los Angeles,CA,90066,3600000,6,7,Palms - Mar Vista,4630,8930,2005,133,778,,Sold,,,http://www.redfin.com/CA/Los-Angeles/11801-Stanwood-Dr-90066/home/6750076,TheMLS,21-709962,N,Y,34.0197543,-118.4379636,
PAST SALE,June-17-2021,Single Family Residential,12000 Marine St,Los Angeles,CA,90066,2213000,3,2.5,Palms - Mar Vista,1806,5447,1948,117,1225,,Sold,,,http://www.redfin.com/CA/Los-Angeles/12000-Marine-St-90066/home/6748459,TheMLS,21-729670,N,Y,34.0200201,-118.4401091,
PAST SALE,,Single Family Residential,12022 Marine St,Los Angeles,CA,90066,1650000,3,1,,1158,5500,1948,,1425,,,,,http://www.redfin.com/CA/Los-Angeles/12022-Marine-St-90066/home/6748463,,,N,Y,34.0196597,-118.4407479,
PAST SALE,March-16-2021,Single Family Residential,12007 Dewey St,Los Angeles,CA,90066,1788000,3,2,Palms - Mar Vista,1665,5500,1948,210,1074,,Sold,,,http://www.redfin.com/CA/Los-Angeles/12007-Dewey-St-90066/home/6748518,TheMLS,21-686688,N,Y,34.0191009,-118.4396061,
PAST SALE,,Single Family Residential,3238 S Barrington Ave,Los Angeles,CA,90066,2850000,3,3,,1733,8903,1947,,1645,,,,,http://www.redfin.com/CA/Los-Angeles/3238-S-Barrington-Ave-90066/home/6750217,,,N,Y,34.0188857,-118.4352224,1.5
PAST SALE,October-1-2021,Single Family Residential,11711 W Indianapolis St,Los Angeles,CA,90066,1799000,4,3.5,Palms - Mar Vista,2123,1982,2021,11,847,192,Sold,,,http://www.redfin.com/CA/Los-Angeles/11711-Indianapolis-St-90066/home/176299508,TheMLS,21-779060,N,Y,34.0179703,-118.4346012,
PAST SALE,,Single Family Residential,3231 Coolidge Ave,Los Angeles,CA,90066,2500000,3,3,,1940,7245,1948,,1289,,,,,http://www.redfin.com/CA/Los-Angeles/3231-Coolidge-Ave-90066/home/6750394,,,N,Y,34.0204046,-118.4331734,
PAST SALE,July-16-2021,Single Family Residential,3966 Bledsoe Ave,Los Angeles,CA,90066,1350000,3,1,Palms - Mar Vista,1127,6251,1947,88,1198,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3966-Bledsoe-Ave-90066/home/6726871,TheMLS,21-761798,N,Y,34.0072053,-118.4186606,
PAST SALE,February-19-2021,Single Family Residential,3946 Minerva Ave,Los Angeles,CA,90066,1800000,3,2,Palms - Mar Vista,1546,6490,1949,235,1164,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3946-Minerva-Ave-90066/home/6726911,TheMLS,21-679182,N,Y,34.0072276,-118.4198472,
PAST SALE,,Single Family Residential,12218 Lawler St,Los Angeles,CA,90066,2000000,3,2,,1732,5155,1955,,1155,,,,,http://www.redfin.com/CA/Los-Angeles/12218-Lawler-St-90066/home/6748709,,,N,Y,34.01244,-118.4379643,
PAST SALE,August-30-2021,Single Family Residential,3441 Grand View Blvd,Los Angeles,CA,90066,3900000,4,2.5,Palms - Mar Vista,2901,16566,1961,43,1344,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3441-Grand-View-Blvd-90066/home/6748732,TheMLS,21-769700,N,Y,34.0121485,-118.43801,
PAST SALE,April-30-2021,Single Family Residential,3514 Ocean View Ave,Mar Vista,CA,90066,2460000,3,3.5,C13 - Palms - Mar Vista,3200,10888,1947,165,769,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3514-Ocean-View-Ave-90066/home/6748996,CRMLS,SB20238616,N,Y,34.0109253,-118.4371524,
PAST SALE,September-10-2021,Single Family Residential,3547 Ocean View Ave,Los Angeles,CA,90066,3700000,5,5,Palms - Mar Vista,3606,9588,1951,32,1026,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3547-Ocean-View-Ave-90066/home/6749023,TheMLS,21-766586,N,Y,34.0098923,-118.4369604,
PAST SALE,,Single Family Residential,12519 Appleton Way,Los Angeles,CA,90066,1330000,2,1,,1187,5751,1946,,1120,,,,,http://www.redfin.com/CA/Los-Angeles/12519-Appleton-Way-90066/home/6748180,,,N,Y,34.0109408,-118.4410673,
PAST SALE,July-30-2021,Single Family Residential,12531 Preston Way,Los Angeles,CA,90066,2430000,4,3,Palms - Mar Vista,2797,5738,1946,74,869,,Sold,,,http://www.redfin.com/CA/Los-Angeles/12531-Preston-Way-90066/home/6748222,TheMLS,21-715572,N,Y,34.0101297,-118.4407935,0.9
PAST SALE,August-30-2021,Single Family Residential,3646 Sawtelle Blvd,Los Angeles,CA,90066,1340000,2,2,Palms - Mar Vista,1413,6396,1941,43,948,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3646-Sawtelle-Blvd-90066/home/6738744,TheMLS,21-730332,N,Y,34.0139521,-118.4213704,
PAST SALE,November-24-2020,Single Family Residential,3657 Sawtelle Blvd,Los Angeles,CA,90066,1226050,2,1.5,Palms - Mar Vista,1042,6373,1936,322,1177,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3657-Sawtelle-Blvd-90066/home/6738852,TheMLS,20-631272,N,Y,34.013511,-118.4217357,
PAST SALE,,Single Family Residential,3430 Veteran Ave,Los Angeles,CA,90034,1329000,4,3,,1937,6188,1939,,686,,,,,http://www.redfin.com/CA/Los-Angeles/3430-Veteran-Ave-90034/home/6752997,,,N,Y,34.0230516,-118.4182621,
PAST SALE,April-6-2021,Single Family Residential,3105 Colby Ave,Los Angeles,CA,90066,3217500,5,5.5,Palms - Mar Vista,3484,6962,2020,189,924,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3105-Colby-Ave-90066/home/6750342,TheMLS,20-664624,N,Y,34.0235663,-118.4345875,
PAST SALE,August-16-2021,Single Family Residential,3146 Federal Ave,Los Angeles,CA,90066,2150000,3,2,C13 - Palms - Mar Vista,1738,7200,1948,57,1237,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3146-Federal-Ave-90066/home/6750378,CRISNet,SR21130280,N,Y,34.0218312,-118.4348151,
PAST SALE,February-18-2021,Single Family Residential,3671 Boise Ave,Los Angeles,CA,90066,1800000,3,2,Palms - Mar Vista,1668,5742,1947,236,1079,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3671-Boise-Ave-90066/home/6746811,TheMLS,20-629324,N,Y,34.0053028,-118.4388314,
PAST SALE,July-26-2021,Single Family Residential,3661 May St,Los Angeles,CA,90066,1530000,3,2,Palms - Mar Vista,1298,5854,1947,78,1179,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3661-May-St-90066/home/6746916,TheMLS,21-751962,N,Y,34.0041069,-118.4413755,
PAST SALE,July-30-2021,Single Family Residential,3253 Mountain View Ave,Los Angeles,CA,90066,3757757,5,4.5,C13 - Palms - Mar Vista,3524,6004,2021,74,1066,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3253-Mountain-View-Ave-90066/home/6748631,CRISNet,SR21095287,N,Y,34.0163261,-118.4395151,
PAST SALE,,Single Family Residential,3238 Grand View Blvd,Los Angeles,CA,90066,1750000,3,2,,1341,6367,1947,,1305,,,,,http://www.redfin.com/CA/Los-Angeles/3238-Grand-View-Blvd-90066/home/6748652,,,N,Y,34.0162103,-118.4402927,
PAST SALE,January-19-2021,Single Family Residential,3400 Granville Ave,Los Angeles,CA,90066,1749000,3,2,Palms - Mar Vista,1398,7077,1946,266,1251,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3400-Granville-Ave-90066/home/6749446,TheMLS,20-664582,N,Y,34.0156134,-118.4339521,1.3
PAST SALE,March-17-2021,Single Family Residential,3412 Halderman St,Los Angeles,CA,90066,4929000,4,4,Palms - Mar Vista,4474,9933,2016,209,1102,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3412-Halderman-St-90066/home/6747801,TheMLS,21-695422,N,Y,34.0092517,-118.4460411,
PAST SALE,,Single Family Residential,3475 Meier St,Los Angeles,CA,90066,2650000,3,3,,3302,5673,2006,,803,,,,,http://www.redfin.com/CA/Los-Angeles/3475-Meier-St-90066/home/6747828,,,N,Y,34.0078545,-118.4450009,
PAST SALE,,Single Family Residential,3440 Meier St,Los Angeles,CA,90066,2895000,5,5.5,,3593,6918,2021,,806,,,,,http://www.redfin.com/CA/Los-Angeles/3440-Meier-St-90066/home/6747855,,,N,Y,34.0088803,-118.4452601,
PAST SALE,,Single Family Residential,3475 Moore St,Los Angeles,CA,90066,2865000,5,5,,3247,5617,1943,,882,,,,,http://www.redfin.com/CA/Los-Angeles/3475-Moore-St-90066/home/6745319,,,N,Y,34.0071566,-118.4458559,
PAST SALE,September-8-2021,Single Family Residential,3625 Beethoven St,Los Angeles,CA,90066,1840000,3,2.5,Palms - Mar Vista,1774,4798,1948,34,1037,,Sold,,,http://www.redfin.com/CA/Los-Angeles/3625-Beethoven-St-90066/home/6746189,TheMLS,21-729102,N,Y,34.0037658,-118.444518,
